工单号,问题描述,解决步骤,推荐1,推荐1分数,推荐1原因,推荐2,推荐2分数,推荐2原因,推荐3,推荐3分数,推荐3原因,是否命中
51020112022,电脑存储容量太少，做标书软件客户端光卡崩,清理硬盘,business-systems/plm-client-or-login-failed,8,问题描述标题:客户端,,,,,,,是
51021860149,开关机键失灵，无法进行开机,开机键坏,,,,,,,,,,否
51020210167,无法连接电脑,IP错误,network-security/ip-conflict-or-static-ip-error,5,处理记录标题:IP,,,,,,,是
51020230072,打印机无反应,信号线松,hardware/monitor-no-display-or-flicker,10,处理记录关键词:信号线松,,,,,,,是
,重型车间北4号门饮水机出水慢,请转行政报修,,,,,,,,,,否
51020112546,网页经常莫名其妙关掉,换浏览器,,,,,,,,,,否
51020111320,电脑卡顿没反应（现在由商务中心搬到匠心楼219）,鼠标问题,desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,,,,,,,是
51020151947,两台打印机都打印不出来,360,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,,,,,,,是
51020111657,不能正常开机，办公楼810,已处理,,,,,,,,,,否
51020112597,无法打印,已处理,desktop/printer-not-working,22,问题描述关键词:无法打印,,,,,,,是
51020112023,开不了机，重启好几次也不行,硬盘坏,desktop/pc-boot-failed,22,问题描述关键词:开不了机,hardware/disk-fault-not-just-c-drive-full,6,处理记录关键词:硬盘坏,,,,是
51020111965,装完加密软件，开机后使用蓝屏,已处理,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,,,,,,,是
51020310037,交接之后第二天就连不上了,已安装,desktop/software-client-installation,6,处理记录关键词:已安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51020112729,电脑锁屏账户登录不上，19545665202,开机密码忘记,desktop/account-login-failed,22,问题描述关键词:登录不上,,,,,,,是
51020152292,显示器亮一下就黑屏,信号线坏,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,,,,,,,是
51020152263,邮箱登录不上,密码忘记,desktop/account-login-failed,22,问题描述关键词:登录不上,,,,,,,是
51020152259,没网,网线掉落,desktop/network-authentication-unavailable,14,问题描述关键词:没网,network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,是
51020112429,电脑卡顿（营销中心2楼）,系统更新问题,desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51020112500,共享文档无法编辑,表格问题,,,,,,,,,,否
,电脑显示器任务栏无反应，卡顿,系统更新问题,desktop/pc-performance-slow,14,问题描述关键词:卡顿,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51020152081,连不上打印机,误删,,,,,,,,,,否
51020410036,打印机每次打印都提醒需再选择纸盘，另外选择打印多份，只出来一份，办公室在精加工辅楼201,安装打印机驱动,printer/printer-driver-install-failed,10,处理记录关键词:打印机驱动,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51020112688,打印机连接不上,安装打印机,desktop/printer-not-working,22,问题描述关键词:打印机连接不上,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51020111980,六楼，无法登陆plm,文件缺失,design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51020151878,网络传输速度慢，平均460kb/s,交换机问题,network-security/network-cable-port-switch-fault,6,处理记录关键词:交换机,,,,,,,是
51020111733,微信无法打开，文件无法打开,用户切换，微信无读取部分文件权限及无WPS程序,desktop/office-wps-document-open-failed,35,处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,office/wps-feature-missing-or-calculation-slow,35,处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,office/pdf-reader-open-print-failed,8,问题描述标题:无法打开,是
51020111990,无法联网,网线问题,desktop/network-authentication-unavailable,22,问题描述关键词:无法联网,network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,是
51020151200,桌面背景无法设置为公司要求的厂庆图片后，关机开机后桌面背景消失为一片空白,卸载360安全卫士,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,,,,,,,是
51020112500,excel文件打开与关闭黑屏,wps问题,desktop/office-wps-document-open-failed,75,处理记录关键词:wps；问题描述关键词:excel；处理记录systems:wps；处理记录tags:wps；问题描述tags:excel；处理记录标题:WPS,office/wps-feature-missing-or-calculation-slow,75,处理记录关键词:wps；问题描述关键词:excel；处理记录systems:wps；处理记录tags:wps；问题描述tags:excel；处理记录标题:WPS,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,是
51020111318,29日下午正在用的时候突然网络短了,上网权限问题,,,,,,,,,,否
51020112355,电脑不能打印，需远程操作处理下,安装打印机,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,,,,是
51020120361,无法充电,充电接口坏,,,,,,,,,,否
51020111929,桌面内容显示不出来,硬盘坏,hardware/disk-fault-not-just-c-drive-full,6,处理记录关键词:硬盘坏,,,,,,,是
51020111779,上不了网，现在位置在匠心楼201。,网卡坏,,,,,,,,,,否
51020112360,开不了机,修复引导,desktop/pc-boot-failed,22,问题描述关键词:开不了机,,,,,,,是
,HP m429打印机连接，输入ip地址后，找不到设备,安装打印机,network-security/ip-conflict-or-static-ip-error,28,问题描述关键词:ip地址；问题描述标题:IP,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51020111994,打不开电脑,已处理,,,,,,,,,,否
51020111871,E盘 F盘一会儿丢失一会儿显示，提示驱动器错误,硬盘坏,hardware/disk-fault-not-just-c-drive-full,6,处理记录关键词:硬盘坏,,,,,,,是
51020112341,Sap入库单三联打印机打印不出来,共享打印机主机变更,business-systems/sap-client-login-print-failed,72,问题描述关键词:sap；问题描述systems:sap；问题描述tags:sap；问题描述标题:SAP,security/access-control-offline-or-reboot,34,问题描述关键词:ap；问题描述tags:ap,printer/shared-printer-connect-failed,10,处理记录关键词:共享打印机,是
51020210127,"电脑无法连接打印机

地址：重型车间4号门机加工仓库办公室",重新安装,printer/shared-printer-connect-failed,42,问题描述关键词:无法连接打印机；问题描述关键词:连接打印机,desktop/printer-not-working,22,问题描述关键词:无法连接打印机,desktop/software-client-installation,10,处理记录关键词:重新安装,是
51021860053,找不到登录ems页面,添加桌面快捷方式,,,,,,,,,,否
,无法开机（8楼810，扫码显示无效二维码）,主板电池坏,desktop/pc-boot-failed,22,问题描述关键词:无法开机,,,,,,,是
51020151987,搬家后，这个屏幕模糊，看不清楚。给维修一下吧。,显示器设置问题,,,,,,,,,,否
51021860134,网络不正常,无线问题,,,,,,,,,,否
51020112188,西门子TIA工程项目都打不开了（以前是可以打开的），请维修。,加密策略问题,,,,,,,,,,否
51020152259,忽然之间变成蓝屏了,显示器坏，需更换,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,是
51020111304,电脑无法打印,安装360安全管家,desktop/printer-not-working,22,问题描述关键词:无法打印,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020112259,网速慢 太卡,WPS卡顿,desktop/office-wps-document-open-failed,35,处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,office/wps-feature-missing-or-calculation-slow,35,处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,desktop/pc-performance-slow,6,处理记录关键词:卡顿,是
51020420101,上纸滚轮坏了,搓纸轮坏,printer/printer-paper-jam-feed-failed,6,处理记录关键词:搓纸轮,,,,,,,是
51020112674,PLM系统端口多次尝试不能连接，请尽快修理，谢谢。,已处理,design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51020111730,散料车间南跨电器装配室电脑没有网线,已布线,desktop/network-authentication-unavailable,14,问题描述关键词:没有网,network-security/network-cable-port-switch-fault,8,问题描述标题:网线,,,,是
51020111755,连接网络，连接打印机,已处理,printer/shared-printer-connect-failed,22,问题描述关键词:连接打印机,,,,,,,是
51021860069,屏幕一闪一闪，位置在军工车间B05柱子对面,触摸屏问题,,,,,,,,,,否
51020112593,电脑上传打印文件，打印机内不显示，无法打印,打印端口丢失,desktop/printer-not-working,22,问题描述关键词:无法打印,printer/print-port-deleted-by-security-software,10,处理记录关键词:打印端口,,,,是
51020112744,系统无法进入密码输入界面，在开始界面循环,注册表错误,design-software/cad-install-uninstall-failed,6,处理记录关键词:注册表,,,,,,,是
,点击打印后无反应，之后提示连接超时，无法正常打印,端口被限制,desktop/printer-not-working,22,问题描述关键词:无法正常打印,printer/print-port-deleted-by-security-software,10,处理记录关键词:打印端口,,,,是
51020111204,OA打不开，其余都可以用,已处理,business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,printer/print-template-or-paper-size-error,46,问题描述关键词:oa；问题描述systems:oa,是
51021040004,轻型外北2141、2140、2139、2138四个摄像头无信号,已处理,security/camera-no-signal-or-offline,40,问题描述关键词:摄像头；问题描述关键词:摄像头无信号；问题描述标题:摄像头无信号,,,,,,,是
51020111670,打开技术中心网站，台式机笔记本都打不开,已处理,,,,,,,,,,否
51021040004,2号餐厅4120餐厅西北门无视频信号,已处理,security/camera-no-signal-or-offline,22,问题描述关键词:无视频信号,,,,,,,是
51020152081,原员工已离职，新员工登录账号，原文件打不开,未安装WPS,desktop/office-wps-document-open-failed,55,问题描述关键词:文件打不开；处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,office/wps-feature-missing-or-calculation-slow,35,处理记录关键词:wps；处理记录systems:wps；处理记录tags:wps；处理记录标题:WPS,desktop/account-login-failed,8,问题描述标题:账号,是
51020111928,cad图形保存完损坏,加密问题,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-install-uninstall-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020112682,CAD2018重装失败，PLM接口程序安装,已处理,design-software/cad-plm-interface-failed,130,问题描述关键词:plm接口；问题描述关键词:cad；问题描述关键词:plm；问题描述systems:plm；问题描述tags:cad；问题描述tags:plm；问题描述标题:CAD；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,design-software/cad-install-uninstall-failed,46,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD；问题描述标题:安装,是
51020210098,打印不出纸,进纸器坏,printer/printer-paper-jam-feed-failed,14,问题描述关键词:不出纸,,,,,,,是
51020111305,摄像头7117、7103、人脸备料车间141无视频信号（下雨）,已处理,security/camera-no-signal-or-offline,34,问题描述关键词:摄像头；问题描述关键词:无视频信号,,,,,,,是
51020440014,换打印头,已更换,printer/print-quality-faded-streaks-head-wear,14,问题描述关键词:打印头,,,,,,,是
,打印机驱动错误，下载错误。,未完全卸载,printer/printer-driver-install-failed,22,问题描述关键词:打印机驱动,,,,,,,是
51020111713,正在使用经常黑屏自动重启或关机,风扇底座坏,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,,,,,,,是
51020112188,电脑上的加密压缩文件（如：*.zip，*.rar）后打不开。,加密策略问题,network-security/ip-conflict-or-static-ip-error,8,问题描述标题:IP,,,,,,,是
51020111733,搬到理化楼312了，开机蓝屏，重置两次了都没成功，这是第三次,已处理,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,,,,,,,是
51020120366,一直掉线，网络不通，,Wi-Fi连接问题,network-security/network-cable-port-switch-fault,22,问题描述关键词:网络不通,desktop/network-authentication-unavailable,22,问题描述关键词:网络不通,,,,是
51020111333,oa生产计划那栏打不开,清空缓存,business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,printer/print-template-or-paper-size-error,46,问题描述关键词:oa；问题描述systems:oa,是
51020111858,电脑无法开机，显示屏什么黑屏，主机指示灯黄灯闪烁。,内存问题,desktop/pc-boot-failed,22,问题描述关键词:无法开机,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,hardware/memory-fault-or-insufficient,10,处理记录关键词:内存问题,是
51020210098,无法进纸,搓纸轮磨损,printer/printer-paper-jam-feed-failed,6,处理记录关键词:搓纸轮,,,,,,,是
51020111996,系统故障，部分软件安装报错,CAD错误，重装系统,design-software/cad-install-uninstall-failed,25,处理记录关键词:cad；处理记录tags:cad；处理记录标题:CAD；问题描述标题:安装,desktop/software-client-installation,22,问题描述关键词:软件安装,design-software/cad-plm-interface-failed,19,处理记录关键词:cad；处理记录tags:cad；处理记录标题:CAD,是
51020151457,军品车间没网,MES系统问题,desktop/network-authentication-unavailable,47,问题描述关键词:没网；处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51020112518,腾讯通无法登陆，打不开,文件路径更改,,,,,,,,,,否
51020112667,电脑重装系统后，CAD安装后无法打开。,系统问题,design-software/cad-install-uninstall-failed,66,问题描述关键词:cad安装；问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD；问题描述标题:安装,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020111132,"1.电脑卡顿，影响正常使用
2.电脑死机",电脑年限太长 配置老旧 需更换,desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,,,,,,,是
51020151041,显示屏打不开,显示器坏,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,,,,是
51020111076,"1.死机
2.无法连接打印机
3.蓝屏
4.无法观看网络课堂视频",配置太低且无维修价值需更换,printer/shared-printer-connect-failed,42,问题描述关键词:无法连接打印机；问题描述关键词:连接打印机,desktop/printer-not-working,22,问题描述关键词:无法连接打印机,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,是
51020152270,打印机无法连接,重新安装驱动,printer/printer-driver-install-failed,10,处理记录关键词:安装驱动,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020112297,打印a4纸会出现白纸，而且打印机闪红灯,打印机设置问题,printer/print-template-or-paper-size-error,14,问题描述关键词:a4纸,,,,,,,是
51020120418,"重装系统，下载cad,",已处理,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-install-uninstall-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020150782,开机慢，卡顿,已处理,desktop/pc-performance-slow,14,问题描述关键词:卡顿,,,,,,,是
51020151361,电脑需重装系统,加装固态硬盘,desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:重装系统,,,,,,,是
51020111289,C盘没内存，重装系统,已处理,desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:重装系统,,,,,,,是
51020112623,提示ip地址不对,没插网线,network-security/ip-conflict-or-static-ip-error,28,问题描述关键词:ip地址；问题描述标题:IP,network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,是
51021860053,开不开机,电源线坏,desktop/pc-boot-failed,14,问题描述关键词:不开机,,,,,,,是
51021860102,电脑开不开机,机箱除尘,desktop/pc-boot-failed,14,问题描述关键词:不开机,,,,,,,是
,"1、摄像头6003 精加工外东南角全局被施工铲车将杆撞歪，所照位置偏西，需调整。
2、摄像头4127 2#餐厅东收餐处所照位置偏低，看不见倒餐人员的人脸，无法配合行政协查餐厅浪费现像，需调整角度。",已处理,security/camera-no-signal-or-offline,14,问题描述关键词:摄像头,,,,,,,是
51020112495,"Excel表格打不开
用excel打开编辑不了，会直接卡死。用wps打不开
只有表格这个样子，别的都正常

Ip地址10.11.8.112",wps软件安装出错,desktop/office-wps-document-open-failed,132,问题描述关键词:wps打不开；问题描述关键词:wps；问题描述关键词:excel；问题描述systems:wps；问题描述tags:wps；问题描述tags:excel；问题描述标题:WPS,office/wps-feature-missing-or-calculation-slow,112,问题描述关键词:wps；问题描述关键词:excel；问题描述systems:wps；问题描述tags:wps；问题描述tags:excel；问题描述标题:WPS,network-security/ip-conflict-or-static-ip-error,28,问题描述关键词:ip地址；问题描述标题:IP,是
51020230101,卡纸频繁,主板坏发售后维修,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51021860034,无法查看图纸,MES系统问题,business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/network-authentication-unavailable,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51021860108,键盘问题，个别键点击无效,键盘坏,hardware/keyboard-mouse-usb-peripheral-failed,12,处理记录关键词:键盘坏；问题描述标题:键盘,,,,,,,是
,2号宿舍楼133房间断网,转宿管,,,,,,,,,,否
51020111706,电脑频繁卡死机蓝屏,散热不良,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,desktop/pc-performance-slow,14,问题描述关键词:卡死,,,,是
51020111375,加装固态硬盘，重做系统，已跟周金峰沟通，来维修时带一块固态硬盘。,已处理,,,,,,,,,,否
51020112355,电脑显示有病毒，PDF无法打印。,重新安装驱动,office/pdf-reader-open-print-failed,40,问题描述关键词:pdf；问题描述tags:pdf；问题描述标题:PDF,desktop/printer-not-working,22,问题描述关键词:无法打印,printer/printer-driver-install-failed,10,处理记录关键词:安装驱动,是
51020210111,打印机卡纸,硒鼓坏,desktop/printer-paper-jam,34,问题描述关键词:打印机卡纸；问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,printer/print-quality-faded-streaks-head-wear,6,处理记录关键词:硒鼓,是
51020112606,电脑软件腾讯通 CA等打不开，电脑卡顿，需要远程重装系统,系统文件误删,desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:重装系统,,,,是
51020111325,电脑微信没办法用,重新认证,desktop/network-authentication-unavailable,10,处理记录关键词:重新认证,,,,,,,是
51020210178,打印的标签不显,碳带需更换,,,,,,,,,,否
51020112429,网银盾无反应,网页仅支持IE浏览器,,,,,,,,,,否
51020152475,锁屏密码无法更改,脱域,desktop/account-login-failed,6,处理记录关键词:脱域,,,,,,,是
51020152144,装针头,安装打印头,printer/print-quality-faded-streaks-head-wear,6,处理记录关键词:打印头,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51020112209,测试,测试,,,,,,,,,,否
51020112688,电脑黑屏，没反应,已处理,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,,,,,,,是
51020112369,登录不上账号,新员工域账户未同步,desktop/account-login-failed,32,问题描述关键词:登录不上；处理记录关键词:域账户；问题描述标题:账号,,,,,,,是
,有电不能用,报修错误,,,,,,,,,,否
51020112001,电脑卡死,已处理,desktop/pc-performance-slow,26,问题描述关键词:电脑卡；问题描述关键词:卡死,,,,,,,是
51020111878,换电脑转文件,已处理,,,,,,,,,,否
51020150986,桌面上文件打不开，双击点不动,桌面整理软件错误,desktop/office-wps-document-open-failed,22,问题描述关键词:文件打不开,,,,,,,是
51020112715,电脑故障,系统崩溃,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统崩溃,,,,,,,是
51020210179,打印字体模糊,纸张厚度减少,printer/print-quality-faded-streaks-head-wear,22,问题描述关键词:打印字体,hardware/monitor-no-display-or-flicker,22,问题描述关键词:字体模糊,,,,是
51020150196,电脑显示屏打不开,电源线接口接触不良,,,,,,,,,,否
51020112517,工具栏卡顿,卸载系统更新,desktop/pc-performance-slow,14,问题描述关键词:卡顿,,,,,,,是
,卡顿，闪灯  不打印,针头断针挂色带,desktop/pc-performance-slow,14,问题描述关键词:卡顿,,,,,,,是
51020210203,无法连接电脑,连接标签打印机,printer/label-printer-paper-recognition,10,处理记录关键词:标签打印,,,,,,,是
51020150429,打印机打不出东西，连不上反馈发车件的网,打印模板错误,printer/print-template-or-paper-size-error,10,处理记录关键词:打印模板,,,,,,,是
51020111991,加密掉了，连不上局域网,IP冲突,network-security/ip-conflict-or-static-ip-error,13,处理记录关键词:ip冲突；处理记录标题:IP,,,,,,,是
51020210175,卡纸,卡纸,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51020210150,打印黑边,硒鼓滑块未扣紧,printer/print-quality-faded-streaks-head-wear,6,处理记录关键词:硒鼓,,,,,,,是
51020152145,开不开机,内存条故障,desktop/pc-boot-failed,14,问题描述关键词:不开机,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存条,,,,是
51020210092,点击打印，打印机没反应,数据线松,desktop/printer-not-working,22,问题描述关键词:打印机没反应,,,,,,,是
51021860073,机器电源内打火,插座坏,,,,,,,,,,否
51020152287,显示器上面出现很多横纹,显示器坏,printer/print-quality-faded-streaks-head-wear,20,问题描述关键词:横纹；问题描述标题:横纹,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,是
51020112209,测试,测试,,,,,,,,,,否
51021860118,没有网,网线被拔,desktop/network-authentication-unavailable,14,问题描述关键词:没有网,network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,是
51020210190,不能打印,模板错误,printer/print-template-or-paper-size-error,10,处理记录关键词:打印模板,,,,,,,是
51020152014,系统有问题,内网通冲突,,,,,,,,,,否
51020140044,更换电脑，重装系统,系统重装,desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:重装系统,,,,,,,是
51020152581,电脑正在使用过程中，突然黑屏。交换过电脑数据线后，短暂显示正常。后续仍黑屏。,显示器坏,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,是
51020151237,共享文件无法打开,已处理,desktop/shared-file-cloud-drive-access,22,问题描述关键词:共享文件,office/pdf-reader-open-print-failed,8,问题描述标题:无法打开,,,,是
51020210164,卡纸,加热膜定影需更换,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51020112743,内网通与208会议室冲突,内网通冲突,meeting-room/meeting-room-display-or-led-screen,14,问题描述关键词:会议室,,,,,,,是
51020111729,开不了机了,已处理,desktop/pc-boot-failed,22,问题描述关键词:开不了机,,,,,,,是
51020120423,笔记本开不了机,已处理,desktop/pc-boot-failed,22,问题描述关键词:开不了机,,,,,,,是
51020152410,屏幕黑,屏幕坏,desktop/black-screen-desktop-not-shown,6,处理记录关键词:黑屏,,,,,,,是
51020152338,闪屏,显示器屏幕坏，需返厂维修,hardware/monitor-no-display-or-flicker,14,问题描述关键词:闪屏,,,,,,,是
51021860048,连不上网,已处理,desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,,,,,,,是
51020111784,卡，分辨率也不对,系统激活过期,,,,,,,,,,否
51020112743,CAD打不开，PLM没有，系统windows没激活，软件无法下载,已处理,design-software/cad-plm-interface-failed,110,问题描述关键词:cad；问题描述关键词:plm；问题描述systems:plm；问题描述tags:cad；问题描述tags:plm；问题描述标题:CAD；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51020230056,打印机送纸齿轮还是卡纸,已处理,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51020230056,打印机齿轮掉了,进纸皮带坏,,,,,,,,,,否
51021860069,开不开机，加急加急，在军工车间南二跨西头,已处理,desktop/pc-boot-failed,14,问题描述关键词:不开机,,,,,,,是
51020112324,C盘空间爆满，只剩下342MB可用，机子运行缓慢，多开两软件就卡死不动,预约周一处理,desktop/pc-performance-slow,14,问题描述关键词:卡死,,,,,,,是
51020120668,"任务栏无响应，点击卡顿。
周金峰装的系统可能有问题。",系统更新问题,desktop/pc-performance-slow,14,问题描述关键词:卡顿,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51021830001,二维码打印异常，加急,热敏转印头坏,,,,,,,,,,否
51020111785,主机异响，散热风扇碰到了散热片,电源风扇掉落,,,,,,,,,,否
51020210105,卡纸,加热膜坏,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51020112429,浏览器无法使用 网银无法登录,浏览器插件问题,desktop/account-login-failed,22,问题描述关键词:无法登录,,,,,,,是
51020112005,用自己的域账号登陆后，网络时断时续，且加密不显示,内网通冲突,desktop/account-login-failed,8,问题描述标题:账号,,,,,,,是
51020111931,电脑需要加域,已处理,desktop/account-login-failed,14,问题描述关键词:加域,,,,,,,是
51020111073,出差返回，密码无法开启电脑,密码重置,,,,,,,,,,否
51020111285,C盘满了，电脑卡顿，非常卡,已处理,desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,desktop/disk-c-drive-full,14,问题描述关键词:c盘满,,,,是
51020111223,系统崩溃，无法办公,c盘满,desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:系统崩溃,desktop/disk-c-drive-full,6,处理记录关键词:c盘满,,,,是
51021860068,不通电加急,电源线坏,desktop/pc-boot-failed,14,问题描述关键词:不通电,,,,,,,是
51020111831,无法连接共享打印机,已安装,printer/shared-printer-connect-failed,22,问题描述关键词:共享打印机,desktop/software-client-installation,6,处理记录关键词:已安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020111782,新领电脑没网络,已布线,desktop/network-authentication-unavailable,14,问题描述关键词:没网,,,,,,,是
51020112749,Windows许可即将过期,系统激活,,,,,,,,,,否
51020111593,"OA技术支持上传文件不能自动解密。新的谷歌浏览器安装失败。
设备实际地点在接待中心。散料装备室",谷歌浏览器问题,business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,printer/print-template-or-paper-size-error,46,问题描述关键词:oa；问题描述systems:oa,是
